source_row_num,category_type,collection_code,collection_name,department_name,section_name,subsection_name,rate_code,rate_original_name,rate_final_name,rate_unit,row_type,is_scope,is_machine,is_material,resource_code,resource_name,resource_unit,resource_quantity,resource_price_per_unit_current,resource_cost,total_resource_cost_per_position,total_material_cost_per_position,total_cost_per_position,currency,price_region,is_abstract,masterformat_division,masterformat_section_title,is_labor
764,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TOVO,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,2,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,5.9,70.13248,413.7816320000001,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
765,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TOVO,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,2,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOPU,履带式单斗柴油挖掘机，铲斗容积0.4立方米,台时,29.39,166.2539616,4886.203931424,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
766,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TOVO,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,2,1000立方米,操作员,0,1,0,PU_MEKAKA_KASAKA,人员：1人-小时/机器-小时,机器运行时间,29.39,52.5844,1545.455516,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
767,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TOVO,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,2,1000立方米,工作内容,0,0,0,,,,,,,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
768,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TOVO,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,2,1000立方米,工作内容,0,0,0,,,,,,,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
769,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TOVO,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,2,1000立方米,工作内容,0,0,0,,,,,,,5299.985563424001,,5299.985563424001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
770,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TODX,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,3,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,7.9,70.13248,554.046592,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
771,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TODX,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,3,1000立方米,资源,0,1,0,DXME-KAME-KASA_KAVOPU,履带式单斗柴油挖掘机，铲斗容积0.4立方米,台时,39.33,166.2539616,6538.768309728001,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
772,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TODX,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,3,1000立方米,操作员,0,1,0,PU_MEKAKA_KASAKA,人员：1人-小时/机器-小时,机器运行时间,39.33,52.5844,2068.144452,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
773,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TODX,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,3,1000立方米,工作内容,0,0,0,,,,,,,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
774,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TODX,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,3,1000立方米,工作内容,0,0,0,,,,,,,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
775,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_TODX,挖掘机向堆场挖掘土方，铲斗容量0.4（0.3-0.45）立方米，土质类别：,3,1000立方米,工作内容,0,0,0,,,,,,,7092.814901728001,,7092.814901728001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
776,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUKA,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,1,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,7.14,70.13248,500.7459071999999,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",,31 00 00,Earthwork,0
777,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUKA,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,1,1000立方米,资源,0,1,0,DXME-KAME-KASA_KANENE,履带式单斗柴油挖掘机，铲斗容积0.25立方米,台时,35.58,118.4974392,4216.138886736,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",,31 00 00,Earthwork,0
778,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUKA,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,1,1000立方米,操作员,0,1,0,PU_MEKAKA_KASAKA,人员：1人-小时/机器-小时,机器运行时间,35.58,52.5844,1870.952952,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",,31 00 00,Earthwork,0
779,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUKA,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,1,1000立方米,工作内容,0,0,0,,,,,,,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",,31 00 00,Earthwork,0
780,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUKA,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,1,1000立方米,工作内容,0,0,0,,,,,,,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",,31 00 00,Earthwork,0
781,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUKA,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,1,1000立方米,工作内容,0,0,0,,,,,,,4716.884793935998,,4716.884793935998,CNY,"Shanghai, China",,31 00 00,Earthwork,0
782,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUME,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,2,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,8.93,70.13248,626.2830464,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
783,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUME,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,2,1000立方米,资源,0,1,0,DXME-KAME-KASA_KANENE,履带式单斗柴油挖掘机，铲斗容积0.25立方米,台时,46.49,118.4974392,5508.945948408,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
784,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUME,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,2,1000立方米,操作员,0,1,0,PU_MEKAKA_KASAKA,人员：1人-小时/机器-小时,机器运行时间,46.49,52.5844,2444.648756,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
785,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUME,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,2,1000立方米,工作内容,0,0,0,,,,,,,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
786,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUME,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,2,1000立方米,工作内容,0,0,0,,,,,,,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
787,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUME,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,2,1000立方米,工作内容,0,0,0,,,,,,,6135.228994808001,,6135.228994808001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
788,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PURI,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,3,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,12.26,70.13248,859.8242048,8425.885697719999,,8425.885697719999,CNY,"Shanghai, China",,31 00 00,Earthwork,0
789,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PURI,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,3,1000立方米,资源,0,1,0,DXME-KAME-KASA_KANENE,履带式单斗柴油挖掘机，铲斗容积0.25立方米,台时,63.85,118.4974392,7566.061492920001,8425.885697719999,,8425.885697719999,CNY,"Shanghai, China",,31 00 00,Earthwork,0
790,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PURI,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,3,1000立方米,操作员,0,1,0,PU_MEKAKA_KASAKA,人员：1人-小时/机器-小时,机器运行时间,63.85,52.5844,3357.51394,8425.885697719999,,8425.885697719999,CNY,"Shanghai, China",,31 00 00,Earthwork,0
791,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PURI,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,3,1000立方米,工作内容,0,0,0,,,,,,,8425.885697719999,,8425.885697719999,CNY,"Shanghai, China",,31 00 00,Earthwork,0
792,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PURI,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,3,1000立方米,工作内容,0,0,0,,,,,,,8425.885697719999,,8425.885697719999,CNY,"Shanghai, China",,31 00 00,Earthwork,0
793,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PURI,挖掘机向堆场挖掘土方，铲斗容量0.25立方米，土质类别：,3,1000立方米,工作内容,0,0,0,,,,,,,8425.885697719999,,8425.885697719999,CNY,"Shanghai, China",,31 00 00,Earthwork,0
794,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUTO,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,1,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,15.24,70.13248,1068.8189952,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
795,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUTO,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,1,1000立方米,资源,0,1,0,DXME-KAME-KASA_KANESA,履带式单斗柴油挖掘机，铲斗容积0.15立方米,台时,87.27,78.66920000000002,6865.461084,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
796,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUTO,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,1,1000立方米,操作员,0,1,0,PU_MEKAKA_KAPUKA,人员：1人-小时/机器-小时,机器运行时间,87.27,45.75448,3992.9934696,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
797,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUTO,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
798,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUTO,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
799,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUTO,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,1,1000立方米,工作内容,0,0,0,,,,,,,7934.280079200001,,7934.280079200001,CNY,"Shanghai, China",,31 00 00,Earthwork,0
800,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUPU,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,2,1000立方米,资源,0,0,1,ME_MEKAKA_RIKA,平均工作负荷 2.0,手表,20.14,70.13248,1412.4681472,10487.7470592,,10487.7470592,CNY,"Shanghai, China",,31 00 00,Earthwork,0
801,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUPU,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,2,1000立方米,资源,0,1,0,DXME-KAME-KASA_KANESA,履带式单斗柴油挖掘机，铲斗容积0.15立方米,台时,115.36,78.66920000000002,9075.278912,10487.7470592,,10487.7470592,CNY,"Shanghai, China",,31 00 00,Earthwork,0
802,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUPU,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,2,1000立方米,操作员,0,1,0,PU_MEKAKA_KAPUKA,人员：1人-小时/机器-小时,机器运行时间,115.36,45.75448,5278.236812800001,10487.7470592,,10487.7470592,CNY,"Shanghai, China",,31 00 00,Earthwork,0
803,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUPU,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,10487.7470592,,10487.7470592,CNY,"Shanghai, China",,31 00 00,Earthwork,0
804,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUPU,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,10487.7470592,,10487.7470592,CNY,"Shanghai, China",,31 00 00,Earthwork,0
805,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,土方开挖至弃土场,KAME_KAME_KAMEKA_PUPU,挖掘机向堆场挖掘土方，铲斗容量0.15立方米，土层类型：,2,1000立方米,工作内容,0,0,0,,,,,,,10487.7470592,,10487.7470592,CNY,"Shanghai, China",,31 00 00,Earthwork,0
806,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,2.1,84.28736000000001,177.003456,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
807,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,资源,0,0,1,KARI-RI-KASA-KAPU_RIKADXKA,建筑用密实岩石碎石 M 800，粒径20-40毫米,立方米,0.02,329.7630624,6.595261248000002,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
808,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,2.19,166.5735072,364.7959807679999,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
809,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,2.19,61.46248000000001,134.6028312,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
810,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,资源,0,1,0,DXME-KAME-KASA_METONE,履带式单斗电动挖掘机，铲斗容量8立方米,台时,2.19,4862.9370672,10649.832177168,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
811,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,操作员,0,1,0,PU_MEKAKA_KAVOKA,人员：2人·小时/机器·小时,机器运行时间,2.19,139.99568,306.5905392,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
812,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,电力,0,1,0,DXME-KAME-KASA_METONE,电力消耗：171.6千瓦时/小时,机器运行时间,2.19,115.2872,252.478968,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
813,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,工作内容,0,0,0,,,,,,,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
814,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,工作内容,0,0,0,,,,,,,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
815,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,工作内容,0,0,0,,,,,,,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
816,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KAME建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,"8 (6,3-10) m³，土壤组1",1000立方米,工作内容,0,0,0,,,,,,,11198.226875184,,11198.226875184,CNY,"Shanghai, China",,31 00 00,Earthwork,0
817,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机开挖土方并装载至自卸卡车,在水电工程施工中，使用单斗电动采石场挖掘机进行土方开挖，并装载到自卸车上，铲斗容量为8；5立方米,KAME_KAME_KAMEME_KARI建筑工,在水电工程施工中，使用单斗电动采石场挖掘机进行土方挖掘并装载至自卸车，铲斗容量：,8 (6.3-10) 立方米，土壤组 2,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,2.68,84.28736000000001,225.8901248,14217.822413504,,14217.822413504,CNY,"Shanghai, China",,31 00 00,Earthwork,0
